Date,Open,High,Low,Close,Volume
2024-03-15,49.72,50.55,48.904,48.93,125005519
2024-03-08,48.37,49.78,48.225,49.5,104760281
2024-03-01,48.85,48.9,47.66,48.4,81639782
2024-02-23,47.97,49.14,47.85,48.86,77563840
2024-02-16,50.03,50.34,48.19,48.44,141535343
2024-02-09,49.94,50.61,49.26,50.13,99337988
2024-02-02,51.842,52.415,49.615,50.18,98295108
2024-01-26,51.55,52.62,51.205,52.14,86354496
2024-01-19,50.25,51.385,49.91,51.27,75889360
2024-01-12,49.75,50.815,49.43,50.34,88977648
2024-01-05,50.49,50.86,49.865,50.09,72189709
2023-12-29,50.11,50.63,50.05,50.52,41121093
2023-12-22,49.92,50.46,49.38,50.09,86819164
2023-12-15,48.94,50.0125,48.81,49.87,150299193
2023-12-08,48.06,48.59,47.59,48.38,94844717
2023-12-01,48.33,48.78,47.81,48.47,106622672
2023-11-24,47.56,48.4,47.55,48.36,74457023
2023-11-17,52.48,53.43,46.2,47.755,176845930
2023-11-10,52.97,53.5,51.75,52.59,82629513
2023-11-03,51.35,53.45,51.09,53.01,76237203
2023-10-27,52.82,53.37,51.3113,51.56,77897382
2023-10-20,54.07,54.585,52.8,52.93,82144214
2023-10-13,53.35,54.22,53.25,53.77,62187237
2023-10-06,53.84,54.4,52.58,53.45,77238612
2023-09-29,53.46,54.2,52.53,53.76,76843989
2023-09-22,56.01,56.275,52.85,53.57,90106028
2023-09-15,56.72,56.965,55.54,56.04,102640194
2023-09-08,57.82,57.82,56.56,56.67,54020590
2023-09-01,55.89,58.185,55.68,57.84,81894458
2023-08-25,55.2,56.475,55.15,55.7,85517301
2023-08-18,53.8,55.835,52.87,55.04,141468650
2023-08-11,52.97,54.14,52.355,53.79,72992127
2023-08-04,51.84,53.32,51.74,52.63,74638588
2023-07-28,52.69,53.885,51.77,52.09,91383175
2023-07-21,50.2,52.995,50.14,52.63,128389391
2023-07-14,51.07,52.1475,50.055,50.38,97813106
2023-07-07,51.36,51.83,50.65,50.99,51804054
2023-06-30,50.305,52.26,50.18,51.74,69834968
2023-06-23,51.94,52.08,50.09,50.33,68620920
2023-06-16,49.915,52.405,49.67,52.07,115795208
2023-06-09,50.22,50.58,49.14,49.66,71407370
2023-06-02,49.99,50.485,49.2609,50.02,107966605
2023-05-26,49.11,50.09,47.72,49.86,93308886
2023-05-19,46.8,49.34,45.7,49.13,129070228
2023-05-12,46.44,46.93,45.92,46.71,69466819
2023-05-05,47.2,47.52,45.555,46.25,86129487
2023-04-28,47.05,47.45,45.97,47.25,102526071
2023-04-21,50.56,50.69,46.24,47.03,118342094
2023-04-14,51.11,51.4,50.05,50.54,70048176
2023-04-06,52.06,52.56,50.725,51.27,59031501
2023-03-31,50.7,52.35,50.27,52.275,77788340
2023-03-24,50.22,51.33,49.405,50.51,104647914
2023-03-17,48.53,50.55,48.12,50.19,124385662
2023-03-10,49.455,49.81,48.3,48.56,72276381
2023-03-03,48.95,49.36,48.02,49.28,79101210
2023-02-24,50.71,50.76,48.165,48.48,76720131
2023-02-17,47.45,51.74,47.18,50.77,139323079
2023-02-10,48.07,48.28,46.43,47.26,85567961
2023-02-03,48.14,49.56,47.505,48.63,91586806
2023-01-27,46.895,48.73,46.81,48.51,71059346
2023-01-20,48.92,48.94,45.67,46.78,80138715
2023-01-13,48.255,49.43,48.22,48.88,65834322
2023-01-06,47.86,48.585,46.76,48.32,74253841
2022-12-30,47.67,47.77,46.95,47.64,46509812
2022-12-23,47.66,47.96,46.685,47.48,81345501
2022-12-16,48.8,50.71,47.08,47.81,142680065
2022-12-09,49.55,49.64,48.06,48.46,74730475
2022-12-02,48.29,50.46,47.84,49.7,89562197
2022-11-25,47.61,49.05,47.56,48.4,53975488
2022-11-18,44.832,48.04,44.301,47.79,135079991
2022-11-11,44.832,45.81,43.89,44.79,111349534
2022-11-04,45.305,46.21,43.39,44.52,82736358
2022-10-28,43.115,45.71,42.9,45.64,94086503
2022-10-21,41.04,42.97,40.95,42.8,107005938
2022-10-14,40.625,40.96,38.605,40.2,99195339
2022-10-07,40.67,42.25,40.0809,40.27,96636896
2022-09-30,40.66,41.57,39.96,40.0,108426697
2022-09-23,42.895,43.44,40.12,40.66,87514349
2022-09-16,46.11,46.73,42.785,43.3,119347860
2022-09-09,44.66,45.89,43.98,45.77,62378417
2022-09-02,45.72,46.0,44.275,44.59,81569344
2022-08-26,48.47,48.5,45.88,45.89,92426456
2022-08-19,46.39,50.0,46.025,48.7,127715728
2022-08-12,45.49,46.61,44.7249,46.61,80045334
2022-08-05,45.06,45.93,44.54,45.01,78885782
2022-07-29,44.66,45.865,43.75,45.37,96094598
2022-07-22,43.3,44.92,42.405,44.46,85423615
2022-07-15,43.34,43.83,41.35,43.07,86753142
2022-07-08,41.52,43.605,40.82,43.39,75832262
2022-07-01,44.29,44.4713,41.57,42.6,105586809
2022-06-24,43.805,44.28,42.715,44.1,107565665
2022-06-17,43.06,44.425,42.57,43.39,160802672
2022-06-10,45.603,46.09,43.29,43.49,82257691
2022-06-03,45.27,45.8,44.735,45.25,123980880
2022-05-27,43.34,45.64,42.499,45.62,135101736
2022-05-20,49.66,50.72,41.02,42.94,223531098
2022-05-13,49.0,50.235,47.47,49.56,112939895
2022-05-06,49.34,51.655,48.85,49.33,108824005
2022-04-29,51.45,51.98,48.87,48.98,111888688
2022-04-22,50.88,53.83,50.8,51.36,83739636
2022-04-14,53.92,53.95,51.1207,51.17,81275715
2022-04-08,55.46,56.12,53.735,54.28,88714742
2022-04-01,54.8,56.94,54.42,55.66,98379353
2022-03-25,56.06,56.72,53.68,54.97,116334389
2022-03-18,54.73,56.42,53.995,55.97,128324710
2022-03-11,56.31,56.44,53.97,54.69,103025394
2022-03-04,55.41,57.0,54.26,56.51,93854499
2022-02-25,56.93,57.14,53.21,56.04,93604140
2022-02-18,53.41,57.69,52.7,57.21,128448278
2022-02-11,55.33,56.38,53.77,53.9,88669983
2022-02-04,55.43,56.315,54.39,55.15,114616822
2022-01-28,56.16,57.0,53.445,55.61,144924624
2022-01-21,59.98,60.22,56.61,56.68,94124212
2022-01-14,60.865,62.8175,60.52,61.36,94458060
2022-01-07,62.9,63.35,59.91,61.13,116958651
2021-12-31,62.41,64.285,62.28,63.37,62051109
2021-12-23,59.67,62.895,59.3,62.28,76970102
2021-12-17,59.1,60.795,57.37,60.46,152496996
2021-12-10,56.7,59.34,56.465,59.25,107440603
2021-12-03,55.14,56.82,54.15,56.23,143612057
2021-11-26,53.35,55.7468,53.3,54.67,101665002
2021-11-19,56.9287,58.08,51.08,53.25,172548670
2021-11-12,57.1,58.625,56.31,56.82,81406405
2021-11-05,55.8691,57.93,55.5,57.07,83236712
2021-10-29,55.11,56.72,54.81,55.97,66507605
2021-10-22,55.04,56.23,54.57,55.11,63508047
2021-10-15,55.25,55.8876,54.07,55.25,65757111
2021-10-08,54.5,55.41,52.98,55.08,81539447
2021-10-01,56.46,56.67,54.04,55.14,82593916
2021-09-24,56.38,56.895,55.23,56.73,87957186
2021-09-17,58.16,59.6,56.47,56.85,128180426
2021-09-10,59.235,59.365,57.82,57.89,57209228
2021-09-03,58.98,59.72,58.58,59.42,65895993
2021-08-27,57.85,60.27,57.7435,59.02,80477904
2021-08-20,56.3,58.335,54.59,58.22,105265923
2021-08-13,55.82,56.62,55.25,56.47,53763273
2021-08-06,55.5972,56.415,55.15,55.59,70659925
2021-07-30,55.1315,55.65,54.41,55.37,67757129
2021-07-23,53.67,55.34,52.73,55.23,80016316
2021-07-16,54.04,54.4092,53.13,53.7,70139338
2021-07-09,53.2159,53.93,52.34,53.74,64171237
2021-07-02,53.16,53.62,52.62,53.54,70904467
2021-06-25,52.365,53.41,52.29,53.06,79540226
2021-06-18,54.39,54.5278,51.88,52.07,96862854
2021-06-11,54.32,55.35,53.79,54.77,84408263
2021-06-04,52.96,54.17,52.4,54.07,59541104
2021-05-28,52.96,53.765,52.58,52.9,131537647
2021-05-21,52.76,53.34,50.1,52.43,138395270
2021-05-14,53.97,54.14,51.4661,52.9,96847821
2021-05-07,51.21,53.675,50.295,53.43,99088878
2021-04-30,51.65,51.77,50.41,50.91,76210344
2021-04-23,52.525,52.96,51.1773,51.91,85101119
2021-04-16,52.07,53.18,51.14,52.8,91369207
2021-04-09,51.628,52.92,51.45,52.09,79017677
2021-04-01,52.4008,52.9399,51.175,51.98,87606410
2021-03-26,48.94,52.64,48.94,52.57,150121457
2021-03-19,48.9,49.74,48.32,48.98,134919763
2021-03-12,46.24,49.08,46.2,48.82,118351781
2021-03-05,45.22,46.74,44.15,46.25,106931256
2021-02-26,45.29,46.24,44.76,44.87,102293319
2021-02-19,47.26,47.26,45.58,45.68,72959949
2021-02-12,48.56,49.34,45.83,47.29,126976862
2021-02-05,44.92,48.34,44.66,48.08,94064250
2021-01-29,45.04,46.46,44.48,44.58,103077631
2021-01-22,45.33,45.63,44.23,44.77,77507568
2021-01-15,45.15,45.965,44.85,45.43,117172081
2021-01-08,44.31,45.41,43.35,45.06,103134348
2020-12-31,44.93,45.34,44.16,44.75,50823229
2020-12-24,44.47,45.07,44.065,44.54,53650027
2020-12-18,44.27,45.57,44.135,45.44,107638135
2020-12-11,44.2868,44.83,43.72,44.32,82434244
2020-12-04,42.44,44.51,42.41,44.38,121120337
2020-11-27,41.03,42.98,41.02,42.7,75776467
2020-11-20,41.74,42.59,40.77,40.97,120997916
2020-11-13,39.92,41.52,38.12,41.4,180160580
2020-11-06,36.19,37.6,35.67,37.53,123572896
2020-10-30,38.4,38.43,35.28,35.9,166111134
2020-10-23,40.15,40.38,38.38,38.82,89136746
2020-10-16,39.93,40.61,39.35,40.16,99392285
2020-10-09,38.48,40.23,38.285,39.85,111152398
2020-10-02,39.195,39.7,37.97,38.27,113122293
2020-09-25,39.31,39.47,37.6,38.45,124872030
2020-09-18,40.215,41.17,39.51,39.81,129889941
2020-09-11,40.05,40.635,39.42,39.88,99415124
2020-09-04,42.1,42.69,40.44,40.82,148844095
2020-08-28,42.07,42.47,41.45,42.2,93816476
2020-08-21,42.55,42.7625,41.73,42.25,109650093
2020-08-14,47.16,48.45,42.27,42.5,185271419
2020-08-07,47.14,47.825,46.68,47.43,71304756
2020-07-31,46.66,47.26,45.375,47.1,74260961
2020-07-24,46.67,47.7,46.11,46.4,99075938
2020-07-17,46.87,46.99,45.2,46.75,91074491
2020-07-10,46.07,47.2,45.32,46.66,88122854
2020-07-02,46.34,47.01,45.48,45.63,82664776
2020-06-26,45.11,46.51,44.2,46.31,190504231
2020-06-19,44.12,47.49,43.93,45.32,128300448
2020-06-12,47.46,48.24,43.64,45.07,116588136
2020-06-05,47.15,48.29,45.88,47.83,90200234
2020-05-29,45.78,47.82,44.68,47.82,107532151
2020-05-22,45.21,45.82,44.12,44.9,102655312
2020-05-15,42.78,44.58,41.31,44.27,169977236
2020-05-08,40.95,43.02,40.49,42.99,89234744
2020-05-01,42.7,43.63,40.77,40.92,100570927
2020-04-24,41.92,43.29,40.41,42.52,104179134
2020-04-17,41.04,42.82,40.53,42.48,117782561
2020-04-09,40.46,42.74,39.78,41.2,112341208
2020-04-03,39.45,40.49,37.47,39.06,129346491
2020-03-27,35.51,40.92,33.74,38.82,200698736
2020-03-20,33.23,39.32,32.4,35.6,249590160
2020-03-13,36.9,40.15,33.0,37.64,281395283
2020-03-06,40.15,41.9,37.8,39.68,207042586
2020-02-28,45.0,45.68,38.35,39.93,253486440
2020-02-21,46.82,46.96,45.9,46.3,86624820
2020-02-14,47.99,50.28,46.48,46.97,147659113
2020-02-07,46.4,48.82,46.21,47.97,72995708
2020-01-31,47.89,48.07,45.84,45.97,83883339
2020-01-24,48.96,49.53,48.41,48.85,67291898
2020-01-17,47.31,49.54,47.3,49.02,99664346
2020-01-10,47.14,47.88,46.81,47.13,95649362
2020-01-03,47.75,48.42,47.29,47.63,59321567
2019-12-27,47.55,48.3,47.42,47.77,49480951
2019-12-20,45.8,48.37,45.8,47.45,149666568
2019-12-13,43.89,46.05,43.75,45.3,104850124
2019-12-06,45.25,45.33,43.4,43.84,94367568
2019-11-29,45.0,45.77,44.93,45.31,73783281
2019-11-22,44.98,45.74,44.44,44.85,99629282
2019-11-15,48.01,48.85,44.6,45.09,160484939
2019-11-08,47.5,48.98,47.26,48.83,81044127
2019-11-01,47.15,47.65,46.64,47.03,76508331
2019-10-25,47.14,47.89,46.1,46.9,78319960
2019-10-18,46.55,47.3,46.0,46.71,82629799
2019-10-11,47.47,48.13,45.55,46.56,105657968
2019-10-04,48.95,49.87,45.7,47.52,104747480
2019-09-27,49.66,50.2,48.26,48.84,98816001
2019-09-20,49.8,50.18,48.78,49.6,106393284
2019-09-13,48.97,50.3,47.95,50.03,88364733
2019-09-06,46.63,48.99,46.2,48.84,67094180
2019-08-30,47.05,47.91,46.24,46.81,80824746
2019-08-23,47.9,49.33,46.43,46.61,110385526
2019-08-16,52.27,53.07,46.0,46.96,154666265
2019-08-09,52.39,53.36,50.94,52.43,118287289
2019-08-02,56.69,57.15,52.58,53.25,87158332
2019-07-26,57.46,58.1,56.37,56.53,71725249
2019-07-19,58.0,58.26,56.9,57.36,53753165
2019-07-12,56.25,57.99,55.96,57.95,84416818
2019-07-05,55.26,56.73,54.23,56.6,76938969
2019-06-28,57.25,57.29,54.03,54.73,189684499
2019-06-21,54.99,58.15,54.86,57.03,141220650
2019-06-14,56.14,57.56,54.66,54.75,105093701
2019-06-07,52.05,56.3,51.49,55.93,99913916
2019-05-31,54.74,55.03,52.01,52.03,82966000
2019-05-24,55.8,56.75,53.94,54.37,94837394
2019-05-17,51.83,56.83,51.06,56.35,158282557
2019-05-10,53.86,54.76,51.95,53.36,109959377
2019-05-03,55.67,56.35,54.18,54.94,105861661
2019-04-26,56.16,57.15,55.68,55.88,77497933
2019-04-18,56.4,57.53,56.11,56.4,76342292
2019-04-12,55.2,56.36,54.79,56.29,70349113
2019-04-05,54.48,55.8,54.39,55.21,88345658
2019-03-29,52.7,54.0,52.25,53.99,89642352
2019-03-22,53.27,54.23,52.7,52.74,104832183
2019-03-15,51.14,53.62,51.1,53.2,120768296
2019-03-08,51.65,51.97,50.51,51.07,93798284
2019-03-01,50.34,52.09,50.34,51.41,117979848
2019-02-22,49.2,50.22,49.2,50.11,76884232
2019-02-15,47.34,49.68,47.12,49.43,149386727
2019-02-08,47.22,47.59,46.3,47.19,89588240
2019-02-01,45.73,47.56,45.23,47.34,91056297
2019-01-25,44.88,46.66,44.38,46.13,87667546
2019-01-18,43.08,45.35,43.0,45.03,94492769
2019-01-11,42.86,43.94,42.58,43.49,104855927
2019-01-04,43.19,43.55,40.96,42.92,101536400
2018-12-28,41.7,43.525,40.25,42.77,108257140
2018-12-21,45.82,45.99,41.74,41.85,218670214
2018-12-14,46.3,48.2,45.64,45.82,125303906
2018-12-07,48.32,49.14,46.36,46.44,133923791
2018-11-30,45.14,47.91,45.09,47.87,128312249
2018-11-23,46.35,46.58,44.14,44.54,86291298
2018-11-16,47.14,47.25,44.08,46.35,166034445
2018-11-09,45.74,48.44,45.35,47.11,95978938
2018-11-02,44.89,46.3,42.94,45.48,130405862
2018-10-26,45.77,46.28,43.78,44.25,129481399
2018-10-19,45.52,46.49,44.67,45.34,107034219
2018-10-12,47.92,48.5,43.92,45.71,145776124
2018-10-05,49.0,49.47,47.61,48.13,87293126
2018-09-28,48.21,49.06,48.06,48.65,89094590
2018-09-21,47.23,48.64,47.07,48.56,120294098
2018-09-14,47.3,47.49,46.44,47.4,82447253
2018-09-07,47.84,48.06,46.76,47.05,73707934
2018-08-31,46.5,47.83,46.34,47.77,97720566
2018-08-24,45.99,46.44,45.72,46.32,82062952
2018-08-17,44.08,46.09,43.01,45.87,133798938
2018-08-10,42.73,44.11,42.66,43.78,74724374
2018-08-03,42.46,42.88,41.2,42.83,89278202
2018-07-27,41.92,43.83,41.44,42.57,99399919
2018-07-20,42.05,43.01,41.86,42.01,111258279
2018-07-13,42.75,43.78,40.94,41.78,129998352
2018-07-06,42.56,43.23,41.96,42.71,73662932
2018-06-29,42.69,43.5,41.81,43.03,114313681
2018-06-22,43.87,44.42,42.89,43.2,109485527
2018-06-15,43.62,44.81,43.44,44.25,130417367
2018-06-08,43.5,44.39,43.21,43.48,91081162
2018-06-01,42.76,43.69,42.52,43.66,97488503
2018-05-25,43.49,43.97,42.89,43.26,92546003
2018-05-18,45.75,46.23,43.02,43.21,150711227
2018-05-11,45.36,46.37,45.19,45.93,94566869
2018-05-04,44.92,45.5,43.44,45.3,103679897
2018-04-27,44.26,45.34,42.75,44.71,104471118
2018-04-20,43.12,44.95,43.03,44.09,99899314
2018-04-13,40.95,43.74,40.9,43.0,110769679
2018-04-06,42.52,42.63,40.19,40.73,156453552
2018-03-29,43.25,44.52,41.58,42.89,150261396
2018-03-23,44.59,44.9,42.42,42.42,127574508
2018-03-16,45.53,46.16,44.92,45.01,137157910
2018-03-09,43.92,45.54,43.7,45.37,107377153
2018-03-02,44.3,45.89,43.1,44.06,141463488
2018-02-23,44.0,44.69,42.75,44.0,103869571
2018-02-16,40.52,45.13,40.22,44.33,215827547
2018-02-09,40.87,41.41,37.35,39.53,211521528
2018-02-02,42.3,42.98,40.67,40.93,135218019
2018-01-26,41.2,42.69,41.02,42.56,109851796
2018-01-19,40.9,41.52,40.32,41.29,96891344
2018-01-12,39.52,40.93,39.35,40.87,100102906
2018-01-05,38.67,39.88,38.43,39.53,94014375
2017-12-29,38.55,38.73,38.3,38.3,39433088
2017-12-22,38.48,38.995,38.21,38.55,85525936
2017-12-15,37.59,38.37,37.56,38.19,105053280
2017-12-08,37.81,37.99,37.17,37.61,97028905
2017-12-01,36.51,38.03,36.5,37.6,145224087
2017-11-24,35.93,36.97,35.93,36.49,73167991
2017-11-17,33.86,36.67,33.75,35.9,145913948
2017-11-10,34.37,34.56,33.67,33.99,71481765
2017-11-03,34.32,34.75,33.8244,34.47,86558358
2017-10-27,34.45,34.73,34.07,34.43,89555368
2017-10-20,33.6,34.39,33.44,34.25,65825874
2017-10-13,33.77,33.91,33.17,33.47,70279252
2017-10-06,33.61,33.9,33.29,33.75,71948475
2017-09-29,33.31,34.1,33.2,33.63,107108055
2017-09-22,32.43,33.53,32.26,33.37,95828547
2017-09-15,31.71,32.5,31.67,32.44,107167589
2017-09-08,32.15,32.245,31.455,31.48,70435258
2017-09-01,31.6,32.345,31.19,32.3,93768473
2017-08-25,30.37,31.8,30.36,31.44,111952068
2017-08-18,31.69,32.4652,30.36,30.37,159279105
2017-08-11,31.79,32.0,31.0,31.47,84565126
2017-08-04,31.54,31.91,31.25,31.8,77266719
2017-07-28,31.86,32.25,31.21,31.52,88288065
2017-07-21,31.5,32.05,31.17,31.84,81937639
2017-07-14,30.88,31.45,30.82,31.42,75007867
2017-07-07,31.09,31.64,30.67,30.9,73180834
2017-06-30,32.22,32.5,31.25,31.3,111962641
2017-06-23,31.77,32.3,31.51,32.09,96917493
2017-06-16,31.34,31.97,31.15,31.63,129328908
2017-06-09,32.05,32.05,31.085,31.37,90895658
2017-06-02,31.4,32.06,31.39,31.98,81213213
2017-05-26,31.15,31.98,31.15,31.5,125217654
2017-05-19,34.0,34.46,30.37,31.21,206598010
2017-05-12,34.46,34.6,33.14,33.45,85022155
2017-05-05,34.11,34.49,33.81,34.39,69862052
2017-04-28,33.24,34.11,33.13,34.07,91643264
2017-04-21,32.48,32.95,32.45,32.82,67489755
2017-04-13,32.96,33.22,32.42,32.42,75459924
2017-04-07,33.7,33.94,32.89,32.96,84787938
2017-03-31,33.82,34.21,33.65,33.8,82264123
2017-03-24,34.2,34.47,33.78,34.08,87860532
2017-03-17,34.22,34.48,33.84,34.23,87013768
2017-03-10,34.04,34.295,33.87,34.26,93854100
2017-03-03,34.21,34.53,34.04,34.29,91816781
2017-02-24,33.69,34.32,33.66,34.32,92212776
2017-02-17,31.67,33.97,31.55,33.74,181136681
2017-02-10,31.29,31.69,31.12,31.51,95893242
2017-02-03,30.94,31.35,30.42,31.32,100334985
2017-01-27,30.14,31.05,30.085,30.98,105764158
2017-01-20,30.0,30.25,29.84,30.1,77327948
2017-01-13,30.22,30.55,29.8,30.07,96263558
2017-01-06,30.37,30.56,30.02,30.23,78947345
2016-12-30,30.64,30.82,30.13,30.22,57383332
2016-12-23,30.65,30.87,30.25,30.53,72245955
2016-12-16,30.08,31.065,30.025,30.59,136686228
2016-12-09,29.33,30.33,29.24,30.06,121129884
2016-12-02,30.08,30.1,29.12,29.25,124313229
2016-11-25,30.3,30.33,29.55,30.09,96426607
2016-11-18,31.43,31.89,29.61,30.18,188175730
2016-11-11,30.71,31.76,30.61,31.36,142520612
2016-11-04,30.34,30.86,29.63,30.19,94402587
2016-10-28,30.3405,30.86,30.23,30.59,84254778
2016-10-21,30.13,30.69,29.92,30.15,75689061
2016-10-14,31.54,31.68,29.86,30.18,113902945
2016-10-07,31.31,31.68,31.15,31.47,71489861
2016-09-30,31.1,31.8,30.79,31.72,100045577
2016-09-23,30.85,31.8,30.82,31.34,94585773
2016-09-16,30.61,31.495,30.6,30.84,134024453
2016-09-09,31.93,31.94,30.85,30.85,77071171
2016-09-02,31.43,31.95,31.25,31.83,93452284
2016-08-26,30.44,31.66,30.37,31.35,120671620
2016-08-19,30.98,31.24,30.06,30.52,174257395
2016-08-12,31.0,31.245,30.74,30.87,92315242
2016-08-05,30.7,31.07,30.36,31.04,100346180
2016-07-29,30.67,31.15,30.37,30.53,105503021
2016-07-22,29.75,30.87,29.74,30.71,127151920
2016-07-15,29.34,29.99,29.26,29.82,99373470
2016-07-08,28.23,29.28,28.17,29.26,89003720
2016-07-01,27.48,28.93,27.13,28.8,126619566
2016-06-24,29.04,29.225,27.7,27.75,123297233
2016-06-17,28.97,29.19,28.37,28.95,117037884
2016-06-10,29.07,29.41,28.77,29.03,92100717
2016-06-03,28.8,29.21,28.76,29.13,89090787
2016-05-27,27.78,29.04,27.78,28.92,108134399
2016-05-20,26.5705,28.29,26.485,27.97,162030337
2016-05-13,26.52,27.11,26.39,26.53,99505949
2016-05-06,27.48,27.52,25.805,26.53,144239556
2016-04-29,28.11,28.65,27.14,27.49,119023685
2016-04-22,27.9,28.68,27.8,28.15,96495891
2016-04-15,27.88,28.4,26.95,27.9,110791087
2016-04-08,28.37,28.41,27.46,27.69,94043922
2016-04-01,27.99,28.7,27.69,28.69,90719292
2016-03-24,28.1,28.38,27.59,27.96,82487885
2016-03-18,27.82,28.44,27.45,28.33,125930946
2016-03-11,26.58,27.98,26.33,27.86,139114789
2016-03-04,26.42,26.97,26.15,26.8,107460657
2016-02-26,26.87,26.9132,25.65,26.41,112434547
