Date,Open,High,Low,Close,Volume
2024-11-01,168.75,182.02,163.95,171.29,219763911
2024-10-25,162.95,165.82,161.01,165.27,98036505
2024-10-18,163.64,167.68,162.76,163.42,96880422
2024-10-11,167.72,168.48,159.74,163.24,106205966
2024-10-04,163.32,169.16,163.26,167.06,100746430
2024-09-27,164.35,165.7,160.69,163.95,107772841
2024-09-20,157.31,163.79,156.6,163.59,130256873
2024-09-13,152.51,158.38,147.215,157.46,159273109
2024-09-06,161.72,161.85,150.55,150.92,114743636
2024-08-30,166.38,167.55,160.25,163.38,84243380
2024-08-23,165.28,168.64,163.31,165.62,100108731
2024-08-16,164.35,165.06,157.71,162.96,130771001
2024-08-09,155.5,164.43,154.93,163.67,181954931
2024-08-02,168.83,174.245,164.67,166.66,118644092
2024-07-26,180.59,183.61,164.06,167.0,196227121
2024-07-19,184.92,188.68,176.47,177.66,99696448
2024-07-12,189.895,191.75,184.49,185.07,100653842
2024-07-05,183.03,190.86,181.3,190.6,64588189
2024-06-28,180.16,186.05,178.67,182.15,109378101
2024-06-21,175.46,180.85,174.1042,179.63,120231182
2024-06-14,174.97,180.41,172.76,176.79,112161391
2024-06-07,172.54,177.87,171.16,174.46,119319645
2024-05-31,174.45,177.27,169.44,172.5,104558403
2024-05-24,176.192,178.77,172.95,174.99,95028184
2024-05-17,164.26,176.265,164.0,176.06,135750319
2024-05-10,167.46,171.76,166.03,168.65,114626756
2024-05-03,169.058,169.55,162.6,167.24,171623017
2024-04-26,154.31,174.71,150.87,171.95,192151915
2024-04-19,158.86,159.24,152.3,154.09,122177780
2024-04-12,152.78,160.2225,152.61,157.73,126675932
2024-04-05,150.69,155.74,149.6,152.5,137481473
2024-03-28,149.94,152.256,147.82,150.93,88742990
2024-03-22,148.61,152.15,146.08,150.77,168623001
2024-03-15,136.13,143.585,136.13,141.18,174241063
2024-03-08,135.66,138.085,130.665,135.41,208621383
2024-03-01,142.14,142.44,135.41,137.14,197353612
2024-02-23,139.655,145.0,139.49,143.96,94937041
2024-02-16,148.42,149.335,140.14,140.52,141165602
2024-02-09,142.82,149.44,142.78,149.0,142235736
2024-02-02,152.06,153.78,136.5,142.38,238992259
2024-01-26,147.1,153.05,145.5,152.185,134256705
2024-01-19,142.0,146.45,138.9,146.38,103657400
2024-01-12,136.29,145.22,136.26,142.65,110278019
2024-01-05,138.55,139.63,135.15,135.73,96723016
2023-12-29,141.59,142.68,138.78,139.69,71126278
2023-12-22,132.63,141.99,132.43,141.49,160821784
2023-12-15,132.38,133.72,129.685,132.6,179845143
2023-12-08,129.88,138.56,127.9,134.99,175979415
2023-12-01,136.03,138.42,130.665,131.86,136564306
2023-11-24,133.69,139.42,133.62,136.69,80820812
2023-11-17,131.78,137.2199,131.25,135.31,139882314
2023-11-10,129.05,132.8,128.67,132.59,125911464
2023-11-03,123.21,129.525,122.685,129.1,138832617
2023-10-27,135.04,139.3599,120.2057,122.17,257126105
2023-10-20,138.17,140.72,135.08,135.6,127794333
2023-10-13,136.94,141.22,135.61,137.36,121150122
2023-10-06,131.21,138.155,131.17,137.58,119459947
2023-09-29,129.83,134.05,127.22,130.86,121932721
2023-09-22,136.61,139.16,129.6,130.25,130043721
2023-09-15,136.54,138.695,134.15,137.4,123588933
2023-09-08,135.44,136.66,132.95,136.38,80516176
2023-09-01,131.31,138.0,130.14,135.66,143532078
2023-08-25,127.175,134.25,126.56,129.88,130399547
2023-08-18,129.39,131.99,126.3824,127.46,133633457
2023-08-11,129.16,132.05,128.17,129.56,111643223
2023-08-04,132.73,133.525,127.42,128.11,123911915
2023-07-28,121.66,133.74,120.98,132.58,225458543
2023-07-21,125.94,127.0999,118.22,120.02,198679932
2023-07-14,118.3,126.775,115.35,125.42,166379417
2023-07-07,119.24,122.61,118.4,119.48,88541009
2023-06-30,120.76,122.0,116.1,119.7,154220425
2023-06-23,122.93,124.57,118.83,122.34,118269711
2023-06-16,122.785,126.108,121.45,123.53,161991174
2023-06-09,124.01,129.04,121.24,122.23,164650298
2023-06-02,125.64,126.15,122.0,124.67,130073679
2023-05-26,122.94,126.43,119.86,124.61,181434843
2023-05-19,116.11,125.97,116.01,122.76,191213589
2023-05-12,105.18,118.03,105.16,117.51,246027312
2023-05-05,106.84,107.99,103.71,105.57,129533090
2023-04-28,105.49,108.37,102.63,107.34,209575142
2023-04-21,104.658,106.54,103.07,105.41,138525376
2023-04-14,106.98,108.94,104.34,108.87,129171013
2023-04-06,102.39,109.17,101.93,108.42,126457461
2023-03-31,104.615,104.76,99.74,103.73,161907853
2023-03-24,100.12,106.59,99.87,105.44,189706950
2023-03-17,90.09,102.835,89.42,101.62,250604040
2023-03-10,94.015,95.97,90.395,90.63,159332632
2023-03-03,89.87,93.73,89.32,93.65,156141900
2023-02-24,93.0,93.1,88.575,89.13,142304746
2023-02-17,94.74,97.68,92.26,94.35,231847457
2023-02-10,102.4,108.18,93.63,94.57,350189023
2023-02-03,97.48,107.85,96.395,104.78,227820994
2023-01-27,97.95,100.32,93.76,99.37,179407246
2023-01-20,92.06,98.3,90.05,98.02,161910587
2023-01-13,88.36,92.19,85.83,92.12,142920972
2023-01-06,89.585,91.05,84.86,87.34,131561870
2022-12-30,88.795,88.94,85.94,88.23,86940356
2022-12-23,90.255,90.56,86.32,89.23,128353831
2022-12-16,92.71,99.53,89.52,90.26,196455148
2022-12-09,99.4,101.38,92.75,92.83,140799927
2022-12-02,97.0363,102.25,94.11,100.44,140129433
2022-11-25,97.29,98.76,94.05,97.46,73655400
2022-11-18,95.09,100.14,94.51,97.43,155320405
2022-11-11,87.28,96.93,86.85,96.41,180987654
2022-11-04,95.42,96.03,83.34,86.58,248287592
2022-10-28,101.8,104.82,91.8,96.29,260474979
2022-10-21,98.86,103.47,97.72,101.13,134072851
2022-10-14,99.0,100.69,94.3836,96.56,126593782
2022-10-07,96.76,102.9254,96.521,98.68,128836461
2022-09-30,98.1,100.7,95.56,95.65,153600483
2022-09-23,101.75,103.33,97.47,98.74,146652732
2022-09-16,110.99,111.62,100.94,102.8,164520213
2022-09-09,107.3,110.99,105.78,110.65,95613118
2022-09-02,109.99,110.95,107.26,107.85,129760378
2022-08-26,115.2,116.72,110.19,110.34,109264136
2022-08-19,121.13,122.43,116.76,117.21,101180201
2022-08-12,118.39,121.68,115.71,121.68,112576216
2022-08-05,115.3,118.78,113.72,117.47,115531776
2022-07-29,108.41,116.705,104.07,116.32,212580311
2022-07-22,112.64,115.4,106.5,107.9,196555759
2022-07-15,2359.96,2359.96,2167.46,2235.55,9434879
2022-07-08,2142.01,2393.7,2114.63,2387.07,7800253
2022-07-01,2365.46,2371.59,2134.61,2174.75,8783163
2022-06-24,2178.59,2361.58,2172.0,2359.5,7385777
2022-06-17,2135.73,2228.47,2100.92,2142.87,11185892
2022-06-10,2334.09,2386.94,2207.3224,2223.23,7925977
2022-06-03,2254.93,2357.99,2241.57,2290.82,7537276
2022-05-27,2191.75,2246.36,2037.6936,2246.33,11504170
2022-05-20,2299.11,2338.0,2115.9272,2178.16,8363847
2022-05-13,2265.0,2357.5,2196.49,2321.01,10355632
2022-05-06,2268.1,2457.09,2252.0,2314.93,9790386
2022-04-29,2382.02,2465.55,2254.7301,2282.19,14826736
2022-04-22,2540.0,2627.98,2378.5,2392.71,8604432
2022-04-14,2636.47,2641.85,2532.02,2534.6,6455949
2022-04-08,2807.17,2874.24,2659.31,2665.75,6536493
2022-04-01,2818.01,2875.87,2766.15,2803.01,7635860
2022-03-25,2723.27,2840.7,2681.845,2833.46,6849111
2022-03-18,2605.0,2724.88,2505.5,2722.51,8882203
2022-03-11,2629.76,2675.91,2513.4937,2597.41,9059664
2022-03-04,2661.0,2728.7899,2606.75,2638.13,7196673
2022-02-25,2596.7618,2705.43,2499.065,2689.19,8405453
2022-02-18,2665.13,2762.17,2603.93,2608.06,8530129
2022-02-11,2885.0,2885.0,2668.0,2685.65,11434489
2022-02-04,2683.2399,3030.9315,2644.19,2865.86,18067215
2022-01-28,2519.56,2667.13,2490.0,2667.02,11958228
2022-01-21,2723.5,2759.19,2601.73,2607.03,7401130
2022-01-14,2701.56,2857.0,2663.29,2789.61,7793704
2022-01-07,2901.1,2929.6978,2715.33,2740.34,8940232
2021-12-31,2945.12,2966.8799,2897.04,2897.04,4265414
2021-12-23,2800.0,2964.87,2786.42,2938.33,5432677
2021-12-17,2955.63,2959.4,2824.295,2834.5,9327718
2021-12-10,2860.81,2982.0,2803.0,2960.03,6743060
2021-12-03,2880.0,2925.95,2804.29,2840.03,8957125
2021-11-26,2986.65,2996.59,2836.85,2843.66,5318487
2021-11-19,2978.01,3019.33,2944.8,2978.53,6566907
2021-11-12,2996.5,3012.295,2890.75,2973.56,5533984
2021-11-05,2960.92,3006.55,2864.51,2977.04,9126384
2021-10-29,2751.0,2973.0,2708.48,2960.92,12447768
2021-10-22,2821.53,2873.25,2721.12,2751.33,7036422
2021-10-15,2785.84,2834.36,2715.2,2827.36,6807528
2021-10-08,2719.21,2806.6207,2621.0,2795.71,7980273
2021-10-01,2816.0853,2838.7699,2671.12,2730.86,8594592
2021-09-24,2763.23,2846.605,2726.435,2844.3,7042020
2021-09-17,2838.99,2889.01,2809.395,2816.0,7437758
2021-09-10,2876.69,2894.37,2814.755,2817.52,4531928
2021-09-03,2888.0,2925.075,2848.01,2874.79,6051578
2021-08-27,2759.39,2890.25,2752.15,2880.08,5648081
2021-08-20,2750.4979,2767.25,2685.0,2748.59,5817410
2021-08-13,2718.85,2757.13,2706.785,2754.55,4210194
2021-08-06,2702.34,2729.45,2666.39,2714.77,5021461
2021-07-30,2666.565,2765.94,2602.08,2694.53,11795450
2021-07-23,2521.79,2667.9799,2470.1,2660.3,6541925
2021-07-16,2523.56,2586.5266,2512.215,2539.4,5265186
2021-07-09,2512.97,2545.68,2480.44,2510.37,4644181
2021-07-02,2453.57,2508.08,2427.09,2505.15,6011156
2021-06-25,2410.01,2461.91,2397.97,2450.17,6245977
2021-06-18,2432.26,2455.51,2389.4,2402.22,7097746
2021-06-11,2389.436,2441.72,2381.0,2430.2,5708292
2021-06-04,2374.44,2399.03,2329.52,2393.57,4383753
2021-05-28,2314.89,2389.05,2311.955,2356.85,6627931
2021-05-21,2263.57,2318.89,2225.44,2294.13,7023399
2021-05-14,2328.14,2331.0,2193.62,2278.38,8834644
2021-05-07,2364.91,2381.55,2256.68,2351.93,7689265
2021-04-30,2304.52,2431.38,2286.16,2353.5,12181004
2021-04-23,2270.18,2306.1175,2240.32,2299.93,6451925
2021-04-16,2254.12,2296.0,2227.82,2282.75,6358292
2021-04-09,2147.15,2273.97,2145.205,2270.67,8134694
2021-04-01,2022.16,2135.75,2005.45,2129.78,6812974
2021-03-26,2027.63,2067.6,1996.09,2024.73,7542742
2021-03-19,2044.975,2113.68,2002.93,2026.96,8114126
2021-03-12,2084.06,2113.74,2005.19,2050.0,7970435
2021-03-05,2048.0,2106.2,1994.0,2097.07,9391681
2021-02-26,2053.6,2088.32,1990.23,2021.91,8348509
2021-02-19,2091.75,2145.14,2083.43,2088.81,5562207
2021-02-12,2100.0,2115.0,2052.24,2095.03,5760739
2021-02-05,1844.585,2106.6234,1844.585,2088.83,13938497
2021-01-29,1912.74,1921.82,1797.28,1827.36,13218469
2021-01-22,1743.0,1932.08,1732.83,1892.56,9860689
2021-01-15,1777.02,1784.38,1711.71,1727.62,7405602
2021-01-08,1760.0,1799.355,1696.1014,1797.83,9084613
2020-12-31,1744.91,1788.47,1728.0,1752.64,4470716
2020-12-24,1709.13,1744.11,1694.0,1734.16,4331858
2020-12-18,1770.72,1789.8,1715.0,1726.22,9961441
2020-12-11,1815.55,1829.29,1733.527,1774.8,6063432
2020-12-04,1775.65,1843.83,1747.84,1823.76,7217695
2020-11-27,1740.22,1797.01,1710.18,1787.02,4207518
2020-11-20,1764.14,1794.34,1730.02,1736.38,5735466
2020-11-13,1795.98,1816.89,1716.12,1772.26,9227228
2020-11-06,1623.54,1791.818,1612.108,1759.73,10769230
2020-10-30,1615.0,1681.315,1508.48,1616.11,13111670
2020-10-23,1575.93,1634.12,1520.5,1632.98,9641795
2020-10-16,1538.0,1588.42,1529.3,1567.7,9651811
2020-10-09,1462.65,1511.85,1433.23,1510.45,7142400
2020-10-02,1471.99,1495.07,1446.28,1455.6,8381871
2020-09-25,1431.62,1463.97,1402.15,1439.06,9673534
2020-09-18,1531.6471,1557.0,1431.62,1451.09,9545375
2020-09-11,1525.0,1573.66,1493.02,1515.76,7850195
2020-09-04,1643.57,1726.1022,1537.9701,1581.21,10909755
2020-08-28,1592.47,1652.79,1575.04,1639.43,7837417
2020-08-21,1515.97,1591.88,1505.0,1575.57,7001858
2020-08-14,1490.8,1536.9744,1477.4901,1504.63,5925512
2020-08-07,1491.0,1520.09,1464.03,1498.37,8645767
2020-07-31,1513.26,1540.89,1454.0,1487.95,10413995
2020-07-24,1515.0,1587.05,1487.59,1508.21,7233702
2020-07-17,1549.94,1576.36,1485.93,1516.85,8641939
2020-07-10,1488.15,1541.34,1476.98,1539.01,9830204
2020-07-02,1360.34,1488.52,1351.65,1469.93,9238766
2020-06-26,1425.01,1475.79,1355.0,1362.54,11019155
2020-06-19,1389.49,1462.2,1387.2,1424.64,8975216
2020-06-12,1426.28,1472.77,1385.8,1412.92,9154151
2020-06-05,1425.7,1449.01,1406.01,1440.02,7299418
2020-05-29,1441.96,1445.11,1394.6,1433.52,7425982
2020-05-22,1361.58,1417.0,1354.2,1413.24,8813466
2020-05-15,1376.79,1415.53,1323.3,1373.06,9260350
2020-05-08,1308.13,1396.64,1296.01,1384.34,8312600
2020-05-01,1292.0,1360.15,1230.38,1317.32,16897906
2020-04-24,1269.89,1288.15,1205.0,1276.6,10144930
2020-04-17,1201.5,1290.0,1182.33,1279.0,12662413
2020-04-09,1133.0,1221.99,1125.0,1206.57,10965082
2020-04-03,1132.64,1173.4,1075.08,1092.7,14188545
2020-03-27,1056.37,1171.48,1008.87,1110.26,19297309
2020-03-20,1089.61,1152.61,1037.0,1068.21,21469652
2020-03-13,1204.96,1275.85,1108.47,1214.27,17634104
2020-03-06,1351.39,1408.19,1257.21,1295.74,13932728
2020-02-28,1423.05,1436.85,1268.21,1339.25,14672559
2020-02-21,1514.34,1530.74,1478.49,1483.46,5846578
2020-02-14,1477.23,1529.88,1475.2,1518.73,7515370
2020-02-07,1461.65,1486.3,1422.03,1479.11,13530648
2020-01-31,1431.54,1469.67,1419.5,1432.78,7821663
2020-01-24,1479.0,1500.58,1463.18,1466.17,6631966
2020-01-17,1435.25,1480.55,1425.37,1479.52,7833938
2020-01-10,1351.63,1434.94,1351.0,1428.96,8806689
2020-01-03,1356.81,1373.75,1332.13,1361.52,4511547
2019-12-27,1358.73,1367.05,1344.17,1354.64,4015050
2019-12-20,1355.0,1364.33,1348.75,1351.22,8256670
2019-12-13,1338.86,1357.55,1334.0,1346.87,6576777
2019-12-06,1302.56,1342.47,1277.05,1339.39,7454667
2019-11-29,1296.26,1317.64,1295.61,1304.09,3857352
2019-11-22,1332.34,1333.92,1289.21,1293.67,6605123
2019-11-15,1304.0,1333.54,1292.15,1333.54,6657281
2019-11-08,1276.11,1322.65,1276.11,1309.0,7799211
2019-11-01,1275.0,1299.24,1249.48,1272.25,10139174
2019-10-25,1248.7,1268.0,1239.85,1264.3,5858543
2019-10-18,1213.89,1263.75,1211.88,1244.41,5879842
2019-10-11,1207.0,1228.75,1189.48,1215.71,4519358
2019-10-04,1220.6,1232.86,1163.14,1210.96,6950217
2019-09-27,1226.57,1248.02,1209.2,1225.95,7282001
2019-09-20,1230.44,1244.34,1216.47,1229.84,6135614
2019-09-13,1207.08,1242.42,1193.17,1240.03,6931093
2019-09-06,1181.85,1214.0,1163.71,1206.32,4631018
2019-08-30,1159.45,1200.35,1154.85,1190.53,4951718
2019-08-23,1191.83,1209.39,1150.0,1153.58,5622748
2019-08-16,1180.0,1205.43,1161.07,1179.21,7000886
2019-08-09,1172.97,1206.28,1142.75,1188.9,8253819
2019-08-02,1242.5,1248.99,1190.0,1196.32,9014622
2019-07-26,1135.47,1268.39,1123.71,1245.22,12638085
2019-07-19,1145.34,1158.58,1131.25,1131.55,5735888
2019-07-12,1125.87,1153.24,1107.15,1145.34,6898001
2019-07-05,1101.04,1134.65,1095.33,1132.67,4993764
2019-06-28,1120.0,1123.57,1073.69,1082.8,7416465
2019-06-21,1089.1,1126.57,1088.0,1125.37,7790598
2019-06-14,1077.0,1104.01,1069.6,1086.3,6554896
2019-06-07,1066.93,1073.43,1027.03,1068.37,13861863
2019-05-31,1141.48,1156.49,1103.35,1106.5,5342964
2019-05-24,1153.0,1163.78,1133.16,1138.61,5687961
2019-05-17,1145.24,1194.16,1121.4,1168.78,10299791
2019-05-10,1172.0,1195.43,1146.37,1167.64,7755156
2019-05-03,1280.51,1296.97,1158.33,1189.55,18328501
2019-04-26,1236.67,1278.91,1233.37,1277.42,6646245
2019-04-18,1224.09,1245.94,1214.56,1241.47,5077147
2019-04-12,1211.11,1223.05,1198.38,1222.73,4912441
2019-04-05,1187.54,1220.6,1186.36,1211.45,5461755
2019-03-29,1199.56,1209.44,1163.43,1176.89,7052594
2019-03-22,1189.69,1236.44,1181.48,1207.65,7915665
2019-03-15,1152.0,1207.12,1151.57,1190.3,8865376
2019-03-08,1154.56,1176.49,1130.2,1149.97,7648302
2019-03-01,1121.93,1150.0,1106.7,1148.52,7242117
2019-02-22,1116.64,1130.93,1097.98,1116.56,5439555
2019-02-15,1103.75,1142.85,1100.0,1119.63,6525384
2019-02-08,1119.01,1154.0,1093.59,1102.38,13451405
2019-02-01,1090.07,1134.4,1066.02,1118.62,7591994
2019-01-25,1096.0,1103.36,1067.57,1101.51,5861068
2019-01-18,1053.34,1118.0,1048.55,1107.3,8703749
2019-01-11,1080.97,1093.35,1056.43,1064.47,8366332
2019-01-04,1057.83,1080.0,1022.37,1078.07,7648284
2018-12-28,984.32,1064.23,977.66,1046.68,8151975
2018-12-21,1047.01,1075.71,981.19,991.25,15507967
2018-12-14,1042.94,1091.73,1033.0,1051.71,7890547
2018-12-07,1132.16,1135.0,1039.37,1046.58,9663870
2018-11-30,1044.0,1109.65,1039.77,1109.65,10066358
2018-11-23,1063.39,1068.0,1002.21,1030.1,7201156
2018-11-16,1073.13,1078.87,1040.35,1068.27,8568330
2018-11-09,1072.53,1109.93,1034.0,1077.02,9298766
2018-11-02,1096.54,1108.83,1007.2,1071.49,14777481
2018-10-26,1112.51,1121.69,1042.23,1083.75,14674089
2018-10-19,1118.0,1147.0,1086.34,1105.18,9577334
2018-10-12,1160.0,1175.86,1075.89,1120.54,12796968
2018-10-05,1213.0,1224.52,1154.32,1167.83,8902796
2018-09-28,1159.41,1216.86,1151.5,1207.08,8692223
2018-09-21,1177.77,1196.58,1158.46,1172.12,10642149
2018-09-14,1184.2,1190.94,1165.95,1177.98,7844644
2018-09-07,1222.52,1227.87,1163.61,1177.59,8748175
2018-08-31,1244.14,1269.49,1225.75,1231.8,8262766
2018-08-24,1220.66,1237.4,1208.7,1236.75,5836098
2018-08-17,1251.2,1265.97,1204.0,1215.85,7900859
2018-08-10,1241.61,1271.96,1230.53,1252.51,7650541
2018-08-03,1245.05,1252.89,1216.19,1238.16,8812112
2018-07-27,1195.66,1291.44,1192.01,1252.89,16380165
2018-07-20,1203.81,1221.59,1182.0,1197.88,9110035
2018-07-13,1160.0,1210.44,1155.37,1204.42,7647826
2018-07-06,1115.35,1156.2,1106.6,1155.08,4504111
2018-06-29,1155.0,1155.99,1106.07,1129.19,9410202
2018-06-22,1152.69,1201.49,1151.0,1169.29,10559580
2018-06-15,1132.94,1165.99,1131.4,1159.27,8252467
2018-06-08,1138.5,1161.1,1123.23,1132.71,8802256
2018-06-01,1076.0,1138.16,1063.08,1135.0,10366549
2018-05-25,1079.0,1093.3,1066.96,1084.08,5698651
2018-05-18,1105.57,1118.15,1064.68,1069.64,8096281
2018-05-11,1053.89,1109.41,1050.27,1103.38,8725368
2018-05-04,1034.42,1051.88,1007.89,1051.0,9034426
2018-04-27,1082.98,1088.0,1012.86,1031.45,17367176
2018-04-20,1045.55,1097.51,1033.92,1077.32,9890256
2018-04-13,1020.04,1052.98,1015.41,1036.04,8115960
2018-04-06,1027.62,1046.71,994.25,1009.95,12154175
2018-03-29,1050.6,1064.54,984.0,1037.14,13565185
2018-03-23,1117.76,1119.37,1024.87,1026.55,13607845
2018-03-16,1165.05,1178.16,1131.36,1134.42,10570899
2018-03-09,1078.13,1161.0,1072.27,1160.84,7719518
2018-03-02,1131.86,1144.25,1050.11,1084.14,11290005
2018-02-23,1092.76,1136.2,1090.0,1128.09,6291593
2018-02-16,1056.67,1108.31,1045.49,1095.5,10178492
2018-02-09,1100.61,1114.99,997.0,1046.27,17522884
2018-02-02,1188.0,1198.0,1111.17,1119.2,13544257
2018-01-26,1143.82,1187.56,1141.82,1187.56,8468699
2018-01-19,1140.31,1148.88,1123.49,1143.5,5888987
2018-01-12,1111.0,1131.3,1103.98,1130.65,6529655
2018-01-05,1053.02,1113.58,1053.02,1110.29,5889084
2017-12-29,1068.64,1068.86,1052.7,1053.4,4080850
2017-12-22,1076.45,1086.49,1067.64,1068.86,6271545
2017-12-15,1051.11,1075.25,1044.12,1072.0,8763796
2017-12-08,1027.8,1056.42,1002.32,1049.38,8110516
2017-12-01,1058.57,1080.0,1016.9,1025.07,10288880
2017-11-24,1036.0,1060.07,1032.68,1056.52,3472831
2017-11-17,1040.8,1051.76,1029.33,1035.89,5210368
2017-11-10,1049.1,1062.69,1035.85,1044.15,6080264
2017-11-03,1029.16,1050.66,1022.33,1049.99,8445948
2017-10-27,1005.18,1063.62,977.08,1033.67,11375532
2017-10-20,1009.63,1016.31,997.3,1005.07,6573849
2017-10-13,995.0,1014.76,981.11,1007.87,6888360
2017-10-06,975.65,994.26,961.95,993.64,6561286
2017-09-29,939.45,975.81,924.5101,973.72,9033311
2017-09-22,935.01,952.8,925.4,943.26,6930224
2017-09-15,947.2,952.85,931.25,935.29,7011627
2017-09-08,946.86,951.3854,932.68,941.41,4930745
2017-09-01,931.88,958.33,919.31,951.99,5990003
2017-08-25,925.77,946.31,918.6,930.5,6548687
2017-08-18,939.07,949.9,923.45,926.18,6456644
2017-08-11,947.52,952.49,921.22,930.09,8451241
2017-08-04,960.0,961.1925,932.521,945.79,7715400
2017-07-28,994.1,1006.19,937.06,958.33,16494197
2017-07-21,976.32,998.68,970.8,993.84,7258645
2017-07-14,941.95,978.7,941.95,976.91,7012165
2017-07-07,933.22,944.66,915.31,940.81,7305416
2017-06-30,990.0,993.99,929.6,929.68,12014844
2017-06-23,969.65,986.62,968.2,986.09,6243485
2017-06-16,958.72,979.7,936.795,958.62,12482812
2017-06-09,997.89,1008.61,953.37,970.12,9490663
2017-06-02,992.5,999.6,981.29,996.12,6230734
2017-05-26,957.0,996.39,956.56,993.27,7537952
2017-05-19,955.29,965.8955,940.06,954.65,7884601
2017-05-12,947.45,962.2,947.395,955.14,6853333
2017-05-05,924.15,959.14,920.8,950.28,9361706
2017-04-28,868.44,935.9,866.11,924.52,10678028
2017-04-21,841.38,863.93,841.03,858.95,5427375
2017-04-13,841.54,846.7372,834.6,840.18,4229983
2017-04-07,848.75,860.59,837.3,842.1,7817017
2017-03-31,828.09,852.0,824.3,847.8,7302140
2017-03-24,869.48,873.47,829.1,835.14,10840277
2017-03-17,860.83,874.42,860.13,872.37,6533886
2017-03-10,846.86,864.229,841.17,861.405,5800684
2017-03-03,844.95,858.0,841.4422,849.08,6469673
2017-02-24,847.99,853.79,842.5,847.81,5218821
2017-02-17,837.7,846.94,835.83,846.55,6482532
2017-02-10,820.92,837.15,814.29,834.85,6929071
2017-02-03,837.06,837.23,812.051,820.13,11005434
2017-01-27,831.61,867.0,828.7,845.03,13053648
2017-01-20,830.0,832.9999,823.2001,828.17,4845240
2017-01-13,826.37,834.65,821.01,830.94,6572250
2017-01-06,800.62,828.96,796.89,825.21,6832004
2016-12-30,808.68,816.0,789.62,792.45,4983989
2016-12-23,809.28,816.49,804.5,807.8,5892748
2016-12-16,804.82,824.3,804.5311,809.84,9925051
2016-12-09,770.0,809.95,766.9686,809.45,8968981
2016-12-02,778.35,799.74,753.36,764.46,11002387
2016-11-25,778.1,793.77,772.65,780.23,4951539
2016-11-18,771.76,791.29,743.59,775.97,11770466
2016-11-11,794.95,816.04,765.54,771.75,16362399
